Individual,Institution_Code,Region,Sex,Ancestry,Sub,Tribe_Clean,Lang_Class,Age,Age_Clean_yr,Age_Group,Completion_%,LUI1MD_mm,LUI1BL_mm,RUI1MD_mm,RUI1BL_mm,LUI2MD_mm,LUI2BL_mm,RUI2MD_mm,RUI2BL_mm,LUCMD_mm,LUCBL_mm,RUCMD_mm,RUCBL_mm,LUP3MD_mm,LUP3BL_mm,RUP3MD_mm,RUP3BL_mm,LUP4MD_mm,LUP4BL_mm,RUP4MD_mm,RUP4BL_mm,LUM1MD_mm,LUM1BL_mm,LUM1MBDL_mm,LUM1MLDB_mm,RUM1MD_mm,RUM1BL_mm,RUM1MBDL_mm,RUM1MLDB_mm,LUM2MD_mm,LUM2BL_mm,LUM2MBDL_mm,LUM2MLDB_mm,RUM2MD_mm,RUM2BL_mm,RUM2MBDL_mm,RUM2MLDB_mm,LLI1MD_mm,LLI1BL_mm,RLI1MD_mm,RLI1BL_mm,LLI2MD_mm,LLI2BL_mm,RLI2MD_mm,RLI2BL_mm,LLCMD_mm,LLCBL_mm,RLCMD_mm,RLCBL_mm,LLP3MD_mm,LLP3BL_mm,RLP3MD_mm,RLP3BL_mm,LLP4MD_mm,LLP4BL_mm,RLP4MD_mm,RLP4BL_mm,LLM1MD_mm,LLM1BL_mm,LLM1MBDL_mm,LLM1MLDB_mm,RLM1MD_mm,RLM1BL_mm,RLM1MBDL_mm,RLM1MLDB_mm,LLM2MD_mm,LLM2BL_mm,LLM2MBDL_mm,LLM2MLDB_mm,RLM2MD_mm,RLM2BL_mm,RLM2MBDL_mm,RLM2MLDB_mm,Bi_LCBL_mm,Bi_LCMD_mm,Bi_LI1BL_mm,Bi_LI1MD_mm,Bi_LI2BL_mm,Bi_LI2MD_mm,Bi_LM1BL_mm,Bi_LM1MBDL_mm,Bi_LM1MD_mm,Bi_LM1MLDB_mm,Bi_LM2BL_mm,Bi_LM2MBDL_mm,Bi_LM2MD_mm,Bi_LM2MLDB_mm,Bi_LP3BL_mm,Bi_LP3MD_mm,Bi_LP4BL_mm,Bi_LP4MD_mm,Bi_UCBL_mm,Bi_UCMD_mm,Bi_UI1BL_mm,Bi_UI1MD_mm,Bi_UI2BL_mm,Bi_UI2MD_mm,Bi_UM1BL_mm,Bi_UM1MBDL_mm,Bi_UM1MD_mm,Bi_UM1MLDB_mm,Bi_UM2BL_mm,Bi_UM2MBDL_mm,Bi_UM2MD_mm,Bi_UM2MLDB_mm,Bi_UP3BL_mm,Bi_UP3MD_mm,Bi_UP4BL_mm,Bi_UP4MD_mm
AN687,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,56,56,Middle_Aged_Adult,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.97,11.22,11.88,11.17,NA,NA,NA,NA,9.83,11.29,12.26,10.5,NA,NA,NA,NA,NA,NA,NA,NA,6.1,6.52,NA,NA,7.04,7.9,NA,NA,7.5,8.06,NA,NA,7.26,8.7,NA,NA,11.51,10.91,11.74,11.62,NA,NA,NA,NA,11.41,11,11.75,11.96,NA,NA,NA,NA,7.9,7.04,NA,NA,6.52,6.1,10.91,11.74,11.51,11.62,11,11.75,11.41,11.96,8.06,7.5,8.7,7.26,NA,NA,NA,NA,NA,NA,11.22,11.88,9.97,11.17,11.29,12.26,9.83,10.5,NA,NA,NA,NA
AN694,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,23,23,Middle_Aged_Adult,97,NA,7.27,NA,NA,6.66,6.54,NA,NA,8.16,8.5,NA,NA,6.97,8.55,NA,NA,6.71,8.75,NA,NA,10.25,11.29,11.83,11.96,NA,NA,NA,NA,10,11.5,11.55,11.27,NA,NA,NA,NA,5.46,5.72,NA,NA,5.94,6.39,NA,NA,7.5,7.61,NA,NA,7.63,8.24,NA,NA,7.13,8.05,NA,NA,11.7,10.74,11.87,11.61,NA,NA,NA,NA,10.7,10.97,12.09,11.79,NA,NA,NA,NA,7.61,7.5,5.72,5.46,6.39,5.94,10.74,11.87,11.7,11.61,10.97,12.09,10.7,11.79,8.24,7.63,8.05,7.13,8.5,8.16,7.27,NA,6.54,6.66,11.29,11.83,10.25,11.96,11.5,11.55,10,11.27,8.55,6.97,8.75,6.71
AN703,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,46,46,Middle_Aged_Adult,33,NA,NA,NA,NA,6.4,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.21,10.8,11.43,12.26,11.85,NA,NA,NA,NA,9.72,11.64,11.93,11.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,6.4,11.43,12.26,10.8,11.85,11.64,11.93,9.72,11.67,NA,NA,9.21,NA
AN716,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,56,56,Middle_Aged_Adult,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA
AN733,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,49,49,Middle_Aged_Adult,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.22,NA,NA,10.6,11.85,12.94,11.3,NA,NA,NA,NA,9.87,12.21,13.34,11.31,NA,NA,NA,NA,5.46,6.72,NA,NA,NA,NA,6.29,7.03,NA,NA,7.68,8.61,7.44,9,NA,NA,7.73,9.6,NA,NA,11.72,10.91,12.1,12.07,NA,NA,NA,NA,10.91,10.87,12.24,11.8,NA,NA,NA,NA,8.61,7.68,6.72,5.46,7.03,6.29,10.91,12.1,11.72,12.07,10.87,12.24,10.91,11.8,9,7.44,9.6,7.73,NA,NA,NA,NA,NA,NA,11.85,12.94,10.6,11.3,12.21,13.34,9.87,11.31,NA,NA,10.22,NA
AN737,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,47,47,Middle_Aged_Adult,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,9.21,NA,NA,6.37,9.36,NA,NA,10.47,12.04,12.93,12.29,NA,NA,NA,NA,10.27,12.17,12.66,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,11.6,12.46,12.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,12.46,12.1,12.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.04,12.93,10.47,12.29,12.17,12.66,10.27,11.89,9.21,6.69,9.36,6.37
AN749,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,48,48,Middle_Aged_Adult,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,6.75,NA,NA,6.65,7.79,NA,NA,7.85,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79,6.65,NA,NA,6.75,6.44,NA,NA,NA,NA,NA,NA,NA,NA,8.26,7.85,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN765,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,41,41,Middle_Aged_Adult,69,NA,NA,NA,NA,NA,NA,6.57,6.6,7.83,8.56,NA,NA,7.45,9.09,NA,NA,7.86,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,11.73,12.85,11.18,NA,NA,NA,NA,NA,NA,5.28,5.37,5.36,6.79,NA,NA,6.57,NA,NA,NA,7.59,8.34,NA,NA,7.7,8.29,NA,NA,11.23,11.15,12.36,12.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,5.37,5.28,6.79,5.36,11.15,12.36,11.23,12.09,NA,NA,NA,NA,8.34,7.59,8.29,7.7,8.56,7.83,NA,NA,6.6,6.57,NA,NA,NA,NA,11.73,12.85,10.15,11.18,9.09,7.45,9.65,7.86
AN782,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,37,37,Middle_Aged_Adult,44,NA,NA,NA,NA,NA,NA,NA,NA,7.49,7.67,NA,NA,NA,NA,NA,NA,6.59,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.36,12.05,12.57,11.64,NA,NA,NA,NA,NA,NA,NA,NA,6.46,5.76,NA,NA,6.73,7.51,NA,NA,7.04,7.9,NA,NA,7.47,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51,6.73,NA,NA,5.76,6.46,NA,NA,NA,NA,NA,NA,NA,NA,7.9,7.04,8.75,7.47,7.67,7.49,NA,NA,NA,NA,NA,NA,NA,NA,12.05,12.57,10.36,11.64,NA,NA,9.4,6.59
AN785,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,47,47,Middle_Aged_Adult,72,8.17,7.11,NA,NA,5.95,6.22,NA,NA,7.69,8.24,NA,NA,NA,8.87,NA,NA,6.64,9.22,NA,NA,10.16,11.56,12.87,11.82,NA,NA,NA,NA,9.51,9.6,11.54,11.03,NA,NA,NA,NA,5.47,5.6,NA,NA,6.45,5.81,NA,NA,NA,7.14,NA,NA,7.01,7.66,NA,NA,7.73,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,NA,5.6,5.47,5.81,6.45,NA,NA,NA,NA,NA,NA,NA,NA,7.66,7.01,8,7.73,8.24,7.69,7.11,8.17,6.22,5.95,11.56,12.87,10.16,11.82,9.6,11.54,9.51,11.03,8.87,NA,9.22,6.64
AN787,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,45,45,Middle_Aged_Adult,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89,9.31,NA,NA,7,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.07,11.9,12.73,11.33,NA,NA,NA,NA,6.26,6.27,NA,NA,NA,NA,5.83,5.96,NA,NA,7.09,8.03,6.8,8.44,NA,NA,7.8,9.05,NA,NA,11.94,11.47,12.6,11.84,NA,NA,NA,NA,11.8,10.99,12.59,11.92,NA,NA,NA,NA,8.03,7.09,6.27,6.26,5.96,5.83,11.47,12.6,11.94,11.84,10.99,12.59,11.8,11.92,8.44,6.8,9.05,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,12.73,10.07,11.33,9.31,6.89,9.35,7
AN788,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,28,28,Middle_Aged_Adult,100,8.93,7.54,NA,NA,6.65,6.77,NA,NA,7.42,8.55,NA,NA,6.6,8.68,NA,NA,NA,NA,7.71,8.62,NA,NA,NA,NA,11.05,12.02,12.58,11,10.32,11.25,11.9,10.1,NA,NA,NA,NA,5.28,5.65,NA,NA,5.92,6.21,NA,NA,7.02,8.06,NA,NA,6.59,7.52,NA,NA,7.51,8.89,NA,NA,11.9,10.19,11.73,11.93,NA,NA,NA,NA,12.02,10.4,11.96,10.07,NA,NA,NA,NA,8.06,7.02,5.65,5.28,6.21,5.92,10.19,11.73,11.9,11.93,10.4,11.96,12.02,10.07,7.52,6.59,8.89,7.51,8.55,7.42,7.54,8.93,6.77,6.65,12.02,12.58,11.05,11,11.25,11.9,10.32,10.1,8.68,6.6,8.62,7.71
AN790,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,35,35,Middle_Aged_Adult,42,NA,NA,NA,NA,NA,NA,NA,NA,7.92,9.25,NA,NA,6.85,9.87,NA,NA,NA,NA,NA,9.06,10.74,11.45,12.38,11.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,6.29,NA,NA,5.78,5.76,NA,NA,7.39,NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,6.29,5.62,5.76,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15,NA,NA,9.25,7.92,NA,NA,NA,NA,11.45,12.38,10.74,11.67,NA,NA,NA,NA,9.87,6.85,9.06,NA
AN791,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,58,58,Middle_Aged_Adult,56,NA,NA,NA,NA,NA,NA,NA,NA,7.43,8.55,NA,NA,NA,NA,NA,NA,7.36,9.52,NA,NA,10.91,11.4,12.84,11.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74,5.61,NA,NA,5.8,6.28,NA,NA,6.93,7.46,7.54,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99,10.96,12.36,12.1,NA,NA,NA,NA,NA,NA,NA,NA,7.46,6.93,5.61,4.74,6.28,5.8,10.96,12.36,11.99,12.1,NA,NA,NA,NA,8,7.54,NA,NA,8.55,7.43,NA,NA,NA,NA,11.4,12.84,10.91,11.47,NA,NA,NA,NA,NA,NA,9.52,7.36
AN792,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,41,41,Middle_Aged_Adult,92,9.36,7.58,NA,NA,7.34,7.27,NA,NA,8.48,9.14,NA,NA,7.56,10.14,NA,NA,6.95,10.19,NA,NA,11.28,12,13.52,12.56,NA,NA,NA,NA,11.55,12.11,12.74,11.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.19,NA,NA,7.51,8.58,NA,NA,7.58,8.82,7.57,9.33,NA,NA,12.54,11.2,NA,12.49,NA,NA,NA,NA,11.89,10.91,12.68,12.29,NA,NA,NA,NA,8.58,7.51,NA,NA,6.19,6,11.2,NA,12.54,12.49,10.91,12.68,11.89,12.29,8.82,7.58,9.33,7.57,9.14,8.48,7.58,9.36,7.27,7.34,12,13.52,11.28,12.56,12.11,12.74,11.55,11.91,10.14,7.56,10.19,6.95
AN804,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,44,44,Middle_Aged_Adult,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33,6.64,NA,NA,NA,NA,7.1,8.03,7.72,8.85,NA,NA,8.26,8.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,11.78,13.66,13.23,NA,NA,NA,NA,8.03,7.1,NA,NA,6.64,6.33,NA,NA,NA,NA,11.78,13.66,12.8,13.23,8.85,7.72,8.69,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN806,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,64,64,Older_Adult,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,NA,NA,NA,NA,6.74,9.46,10.59,12.25,13.12,11.9,NA,NA,NA,NA,10.25,11.49,12.34,11.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01,7.93,NA,NA,7.32,8.35,NA,NA,7.38,8.82,NA,NA,NA,NA,NA,11.13,12.3,NA,NA,NA,NA,NA,12.1,10.91,12.39,12.22,7.93,7.01,NA,NA,NA,NA,11.13,12.3,NA,NA,10.91,12.39,12.1,12.22,8.35,7.32,8.82,7.38,NA,NA,NA,NA,NA,NA,12.25,13.12,10.59,11.9,11.49,12.34,10.25,11.45,9.52,NA,9.46,6.74
AN809,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,54,54,Middle_Aged_Adult,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.95,NA,NA,NA,NA,NA,NA,NA,5.24,5.49,NA,NA,5.97,5.97,NA,NA,6.81,8.06,NA,NA,6.42,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.06,6.81,5.49,5.24,5.97,5.97,NA,NA,NA,NA,NA,NA,NA,NA,7.48,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.95,NA,NA,NA,NA,NA
AN810,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,60,60,Middle_Aged_Adult,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49,8.1,NA,NA,7.14,8.51,NA,NA,7,8.58,NA,NA,12.63,11.55,12.91,12.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,7.49,NA,NA,NA,NA,11.55,12.91,12.63,12.88,NA,NA,NA,NA,8.51,7.14,8.58,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN818,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,56,56,Middle_Aged_Adult,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,8,NA,NA,6.81,8.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.43,12.55,13.06,12.26,NA,NA,NA,NA,5.42,6.03,NA,NA,6.64,7.65,NA,NA,7.41,8.05,NA,NA,NA,NA,8.04,9.05,NA,NA,NA,NA,NA,NA,NA,NA,11.68,10.15,11.64,11.9,NA,NA,NA,NA,7.65,6.64,NA,NA,6.03,5.42,NA,NA,NA,NA,10.15,11.64,11.68,11.9,8.05,7.41,9.05,8.04,8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,12.55,13.06,10.43,12.26,8.96,6.81,NA,NA
AN819,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,59,59,Middle_Aged_Adult,89,NA,NA,NA,NA,NA,NA,NA,NA,7.36,8.63,NA,NA,6.87,9.4,NA,NA,NA,NA,6.42,9.73,10.72,12,12.86,11.57,NA,NA,NA,NA,9.38,12.32,12.7,11.45,NA,NA,NA,NA,4.81,5.98,NA,NA,5.34,6.36,NA,NA,6.67,8.34,NA,NA,7.1,8.6,NA,NA,7.16,9,NA,NA,11.58,10.8,12.19,12.07,NA,NA,NA,NA,11.26,10.94,11.86,11.87,NA,NA,NA,NA,8.34,6.67,5.98,4.81,6.36,5.34,10.8,12.19,11.58,12.07,10.94,11.86,11.26,11.87,8.6,7.1,9,7.16,8.63,7.36,NA,NA,NA,NA,12,12.86,10.72,11.57,12.32,12.7,9.38,11.45,9.4,6.87,9.73,6.42
AN836,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,50,50,Middle_Aged_Adult,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,7.8,NA,NA,7.01,8.6,NA,NA,7.46,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,7.01,8.32,7.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN837,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,45,45,Middle_Aged_Adult,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,NA,NA,NA,NA,6.25,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88,11.3,11.96,10.66,5,5.08,NA,NA,5.61,5.56,NA,NA,6.4,6.9,NA,NA,6.58,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.43,10.29,11.29,11.21,NA,NA,NA,NA,6.9,6.4,5.08,5,5.56,5.61,NA,NA,NA,NA,10.29,11.29,10.43,11.21,7.45,6.58,NA,NA,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,11.96,9.88,10.66,NA,NA,8.55,6.25
AN849,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,27,27,Middle_Aged_Adult,69,10.25,9.27,NA,NA,7.26,8.17,NA,NA,NA,9.29,NA,NA,7.54,9.77,NA,NA,NA,NA,NA,NA,11.15,12.37,13.2,11.91,NA,NA,NA,NA,11.5,12.84,13.52,12.63,NA,NA,NA,NA,5.62,6.82,NA,NA,6.14,7.08,NA,NA,7.78,8.47,NA,NA,7.92,8.69,NA,NA,8.45,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47,7.78,6.82,5.62,7.08,6.14,NA,NA,NA,NA,NA,NA,NA,NA,8.69,7.92,9.6,8.45,9.29,NA,9.27,10.25,8.17,7.26,12.37,13.2,11.15,11.91,12.84,13.52,11.5,12.63,9.77,7.54,NA,NA
AN857,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,34,34,Middle_Aged_Adult,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.57,12.9,13.75,12.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,7.3,NA,NA,6.74,7.18,NA,NA,7.5,8.41,NA,NA,NA,NA,7.66,8.89,8.17,9.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,7.5,7.3,6.08,7.18,6.74,NA,NA,NA,NA,NA,NA,NA,NA,8.89,7.66,9.86,8.17,NA,NA,NA,NA,NA,NA,12.9,13.75,11.57,12.84,NA,NA,NA,NA,NA,NA,NA,NA
AN860,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,42,42,Middle_Aged_Adult,31,NA,NA,NA,NA,NA,7.31,NA,NA,7.84,8.7,NA,NA,7.33,9.39,NA,NA,7.14,9.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.74,11.79,12.53,11.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,7.84,NA,NA,7.31,NA,NA,NA,NA,NA,11.79,12.53,10.74,11.59,9.39,7.33,9.83,7.14
AN867,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,20,20,Young_Adult,89,9.29,7.56,NA,NA,7.66,7.69,NA,NA,8.66,9.51,NA,NA,7.95,10.11,NA,NA,7.13,10.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,13.06,13.63,12.1,NA,NA,NA,NA,5.75,5.84,NA,NA,5.47,5.78,NA,NA,6.17,6.36,NA,NA,7.8,8.34,NA,NA,8.16,9,NA,NA,11.7,11.13,12.37,11.83,NA,NA,NA,NA,11.56,11.18,11.7,12,NA,NA,NA,NA,6.36,6.17,5.84,5.75,5.78,5.47,11.13,12.37,11.7,11.83,11.18,11.7,11.56,12,8.34,7.8,9,8.16,9.51,8.66,7.56,9.29,7.69,7.66,NA,NA,NA,NA,13.06,13.63,10.8,12.1,10.11,7.95,10.36,7.13
AN869,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,40,40,Middle_Aged_Adult,50,NA,NA,NA,NA,NA,NA,NA,NA,7.64,8.26,8.1,9.1,6.97,9.28,NA,NA,6.93,9.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54,NA,12.39,NA,NA,NA,NA,NA,NA,NA,5.74,5.56,NA,NA,5.89,6.1,7.2,7.84,NA,NA,7.14,7.47,NA,NA,7.2,7.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84,7.2,5.56,5.74,6.1,5.89,NA,NA,NA,NA,NA,NA,NA,NA,7.47,7.14,7.71,7.2,8.26,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.39,10.54,NA,9.28,6.97,9.39,6.93
AN873,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,39,39,Middle_Aged_Adult,39,NA,NA,NA,NA,NA,NA,NA,NA,8.47,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7.59,7.76,8.94,NA,NA,NA,NA,8.13,9.2,NA,NA,8.45,9.19,NA,NA,NA,NA,13.18,11.57,13.25,12.84,NA,NA,NA,NA,NA,NA,NA,NA,8.94,7.76,NA,NA,7.59,7,11.57,13.25,13.18,12.84,NA,NA,NA,NA,9.2,8.13,9.19,8.45,9.91,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN877,Stellenbosch,Cape,M,coloured,coloured,NA,Afrikaans,49,49,Middle_Aged_Adult,64,NA,NA,NA,NA,6.03,6.74,NA,NA,6.9,8.04,NA,NA,NA,NA,7.45,10.13,NA,NA,NA,9.72,NA,NA,NA,NA,10.91,11.99,12.58,12.55,9.94,12.16,12.61,11.81,NA,NA,NA,NA,NA,NA,5.42,6.2,NA,NA,5.82,6.23,6.61,7.49,NA,NA,NA,8.73,NA,NA,NA,9.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49,6.61,6.2,5.42,6.23,5.82,NA,NA,NA,NA,NA,NA,NA,NA,8.73,NA,9.21,NA,8.04,6.9,NA,NA,6.74,6.03,11.99,12.58,10.91,12.55,12.16,12.61,9.94,11.81,10.13,7.45,9.72,NA
